Genus,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Bifidobacterium,0.029471116,0.016211964,0.035467947,0.004685736,0.022106187,0.009268866,0.002188957,0.001493507,0.000239417,0.002530982,0.035331137,0.02883267,0.062921118,0.031511863,0.033997241,0.028502046,0.039891464,0.001846933,0.002337168,0.004560327,0.007832362,0.002907209,0.033461403,0.006749285,0.011343814,0.044805217,0.022402609,0.036870247,0.00167592,0.001550511,0.002850205,0.0041841,0.000399029,0.055841209,0.00347725,0.004298109,0.001630317,0.010180931,0.036049388,0.000524438,0.008710225,0.030759409,0.004959356,0.048761301,0.043608131,0.091685383,0.010682567,0.004389315,0.009736299,0.026358693,0.00111728,0.00347725,0.010329142,0.007182516,0.001789929,0.001755726,0.002656391,0.00961089
Brevibacterium,0.026594387,0.010704535,0.031072614,0.00422289,0.021310864,0.008799324,0.002160548,0.00145346,9.82E-05,0.002376603,0.032290378,0.026967572,0.076778033,0.034254513,0.034038458,0.025710526,0.04586255,0.002101624,0.002553375,0.005008544,0.007601202,0.003162257,0.036631116,0.005028185,0.012943649,0.049633689,0.023864239,0.040029069,0.001237405,0.001649873,0.002140907,0.003869346,0.000235696,0.046333942,0.002415886,0.004085401,0.001964135,0.010370632,0.039400546,0.000392827,0.00976175,0.029638796,0.00451751,0.053463752,0.051421052,0.070826704,0.010763459,0.00392827,0.010115295,0.02810677,0.001473101,0.004046118,0.011293776,0.007581561,0.001905211,0.001571308,0.002415886,0.009820674
Cellulosimicrobium,0.024171738,0.006254226,0.025524003,0.003127113,0.020368492,0.008451657,0.001859364,0.002112914,0.000169033,0.002112914,0.030172414,0.021213658,0.081135903,0.039553753,0.029580798,0.026115619,0.050794456,0.001859364,0.002028398,0.004648411,0.006254226,0.003887762,0.042089249,0.003718729,0.015043949,0.054935767,0.026538201,0.041075051,0.001521298,0.000845166,0.002112914,0.00295808,0.000507099,0.039300203,0.002620014,0.002789047,0.001436782,0.012508452,0.041920216,0.000507099,0.009803922,0.032116295,0.003549696,0.057555781,0.053752535,0.059668695,0.009550372,0.004986477,0.010057471,0.032031778,0.002028398,0.004394861,0.013691684,0.007606491,0.001605815,0.002197431,0.001859364,0.009719405
Oerskovia,0.021347464,0.006056018,0.021574565,0.004617714,0.018243755,0.008629826,0.002422407,0.001211204,0,0.002119606,0.02672218,0.020666162,0.08349735,0.036941711,0.034367903,0.024981075,0.053141559,0.001286904,0.002952309,0.005071915,0.005299016,0.002725208,0.042392127,0.003860712,0.012944739,0.058213475,0.022634368,0.045647237,0.001741105,0.000908403,0.001286904,0.002573808,0.000378501,0.034746404,0.001514005,0.003028009,0.001741105,0.012036336,0.041710825,0.000605602,0.010446631,0.033156699,0.004542014,0.05654807,0.056320969,0.063588191,0.008554126,0.005904618,0.010825132,0.033989402,0.001286904,0.00317941,0.013853142,0.008402725,0.002119606,0.002119606,0.003028009,0.010295231
Cellulomonas,0.022735203,0.006727052,0.0237959,0.004326527,0.021158114,0.00983936,0.001939959,0.001423567,0.000195392,0.001842263,0.027606035,0.024242509,0.081534103,0.038673571,0.032002345,0.025121771,0.050103976,0.001870176,0.002386568,0.004815006,0.006838704,0.0036287,0.042092923,0.004173005,0.013942583,0.054709634,0.025540467,0.043823534,0.001074654,0.001060697,0.002191177,0.003363526,0.000348913,0.037612874,0.001898089,0.003531004,0.001730611,0.011067536,0.041925444,0.000348913,0.009895186,0.032602476,0.00439631,0.055770331,0.053551241,0.061939122,0.008778663,0.004494006,0.010746535,0.031248692,0.001242132,0.004452136,0.01274232,0.008485576,0.00181435,0.002135351,0.002609873,0.009853317
Corynebacterium,0.020928189,0.006510105,0.020768432,0.00337487,0.021487339,0.008407221,0.001976995,0.001178209,0.000119818,0.002136752,0.022485822,0.021726975,0.081176612,0.040238837,0.029395319,0.021886732,0.05701334,0.001837207,0.002596054,0.003594536,0.005571531,0.004213595,0.044053039,0.004133717,0.014278297,0.056893522,0.023684,0.043513859,0.001517693,0.000978513,0.001497723,0.003794233,0.000199696,0.034247943,0.002136752,0.003314961,0.001417845,0.012121575,0.044053039,0.000299545,0.010783609,0.035745667,0.004153686,0.052939532,0.055615464,0.066079559,0.008127646,0.005391804,0.010983305,0.033728732,0.001278057,0.004253535,0.013359693,0.008866523,0.002196661,0.002176691,0.002695902,0.010863487
Peptoclostridium,0.016136712,0.001111052,0.011851225,0.003756415,0.019469869,0.008041903,0.001587218,0.001375589,0,0.001851754,0.015290196,0.016454156,0.081053912,0.048092694,0.024443151,0.020051849,0.068038728,0.001851754,0.001745939,0.003544786,0.004073859,0.004073859,0.057615999,0.003015713,0.018676261,0.059361939,0.023755357,0.040368234,0.001216867,0.000952331,0.000899423,0.002592455,0.000423258,0.022961748,0.000899423,0.002592455,0.002063383,0.014390773,0.04930956,0.000264536,0.012856463,0.043860113,0.005026189,0.046664198,0.057668906,0.062271837,0.007142479,0.007354108,0.012115761,0.038569388,0.001428496,0.004602931,0.014390773,0.011427967,0.002486641,0.002539548,0.002645363,0.011692503
Holdemanella,0.014403187,0.000970427,0.0096532,0.002911282,0.017008019,0.006486542,0.00188978,0.001123653,5.11E-05,0.001276878,0.010827928,0.016650493,0.073292814,0.047704173,0.022677358,0.018795648,0.073394964,0.00199193,0.001838705,0.003268808,0.002860207,0.005413964,0.058021349,0.002604832,0.019204249,0.057919199,0.024362838,0.040860105,0.001838705,0.000715052,0.000612902,0.002502681,0.000459676,0.01940855,0.001174728,0.002502681,0.001430104,0.016446192,0.050411155,0.000255376,0.014556412,0.049185352,0.006486542,0.045712243,0.060677256,0.067827775,0.006129016,0.006946218,0.010776853,0.043413862,0.000970427,0.00597579,0.013790286,0.012513407,0.002604832,0.002349456,0.003370959,0.011491905
Eubacterium,0.013385013,0.00124031,0.009302326,0.003178295,0.018268734,0.006692506,0.001627907,0.001085271,0,0.001550388,0.013074935,0.016434109,0.074599483,0.051937984,0.021912145,0.017390181,0.073901809,0.001912145,0.002170543,0.002790698,0.004005168,0.004857881,0.058501292,0.00255814,0.018914729,0.058242894,0.022299742,0.040801034,0.001369509,0.000852713,0.000620155,0.002248062,0.000361757,0.021085271,0.001421189,0.002403101,0.001937984,0.014263566,0.050620155,0.000361757,0.013927649,0.048268734,0.006149871,0.047105943,0.059793282,0.066563307,0.006537468,0.007286822,0.012093023,0.040490956,0.00118863,0.006098191,0.014056848,0.01121447,0.002428941,0.002894057,0.002609819,0.011111111
Paeniclostridium,0.013110786,0.001260653,0.008320307,0.002622157,0.017296152,0.005294741,0.001462357,0.001210226,5.04E-05,0.001664061,0.010186072,0.014169734,0.073924663,0.053602945,0.021431093,0.017144874,0.070899097,0.00181534,0.002117896,0.003378549,0.003580253,0.004336645,0.062477939,0.002420453,0.019111492,0.057536181,0.023548989,0.038727245,0.001764914,0.000352983,0.000504261,0.002470879,0.000302557,0.019514901,0.001109374,0.002117896,0.002017044,0.016892744,0.056225102,0.000403409,0.013463769,0.054762745,0.006000706,0.044122838,0.060057486,0.064696687,0.005446019,0.009227976,0.012102264,0.042307498,0.00090767,0.005093036,0.016590187,0.010337351,0.002622157,0.002269175,0.003075992,0.010539055
Thermodesulfobacterium,0.012179927,0.000864546,0.007170646,0.002669921,0.016400946,0.005085565,0.001423958,0.000686551,0.000127139,0.001423958,0.010374552,0.014671854,0.068985684,0.052991583,0.01950314,0.017646909,0.078215984,0.002059654,0.001805375,0.002975055,0.003102194,0.006000966,0.06273044,0.002263076,0.019630279,0.058560277,0.021079665,0.038980853,0.001830803,0.000635696,0.000559412,0.002491927,0.000406845,0.018969156,0.001042541,0.002212221,0.001601953,0.017494342,0.053373001,0.000305134,0.015154983,0.053169578,0.005670405,0.043913851,0.058000865,0.068756834,0.005975538,0.008086048,0.012205355,0.04310016,0.001245963,0.005848399,0.015739823,0.011696799,0.002746205,0.002949627,0.003229334,0.011976505
Propionibacterium,0.010136438,0.000734524,0.005362029,0.002130121,0.013588703,0.004645867,0.001175239,0.000624346,5.51E-05,0.001009971,0.007877775,0.011605487,0.064638155,0.054409901,0.020217787,0.017224599,0.080522247,0.00194649,0.002056669,0.003580807,0.002736104,0.005802743,0.06531759,0.002056669,0.0210074,0.059514847,0.023908772,0.036671135,0.001432323,0.000477441,0.000936519,0.002277026,0.000312173,0.016471712,0.000936519,0.002350478,0.002038305,0.018693648,0.056870558,0.00029381,0.015388288,0.06006574,0.006867804,0.041170098,0.059459757,0.067410985,0.005104945,0.00938355,0.012027838,0.043061498,0.001083424,0.005710928,0.016490075,0.011972749,0.002625925,0.002699377,0.003085003,0.012744
Cutibacterium,0.01071252,0.000659232,0.0054936,0.00164808,0.013129704,0.004889304,0.001757952,0.000604296,0.000109872,0.000659232,0.006207768,0.010273032,0.063451079,0.053507664,0.02115036,0.017744328,0.086579135,0.00302148,0.002362248,0.003955392,0.00219744,0.00631764,0.067186727,0.002307312,0.022908312,0.055375488,0.02252376,0.034389936,0.00219744,0.000659232,0.000659232,0.002252376,0.000439488,0.01703016,0.001208592,0.002417184,0.001977696,0.020106576,0.055320552,0.00027468,0.016590672,0.056254464,0.006976872,0.040817448,0.057298248,0.070482887,0.005054112,0.008954568,0.011701368,0.044003736,0.00109872,0.00576828,0.016096248,0.01318464,0.00247212,0.0027468,0.002911608,0.011921112
Acidipropionibacterium,0.008522945,0.000957634,0.005343599,0.001915269,0.01220026,0.004366812,0.001015092,0.000746955,3.83E-05,0.001149161,0.006645982,0.009940244,0.065521336,0.052842258,0.020301846,0.016184019,0.085478434,0.002164253,0.00185781,0.002738834,0.002394086,0.005324446,0.064391328,0.001953574,0.021259481,0.058358232,0.021546771,0.03644756,0.00185781,0.000478817,0.000632039,0.002221711,0.000440512,0.014900789,0.00099594,0.002106795,0.002183406,0.019325059,0.057707041,0.000402206,0.016567073,0.060120279,0.007546158,0.039531142,0.061441814,0.070864935,0.005458515,0.009289052,0.013138742,0.042672183,0.001398146,0.005822416,0.015915881,0.012870604,0.003121888,0.002700529,0.003543247,0.013138742
Pseudopropionibacterium,0.009279413,0.000687364,0.004124184,0.002463054,0.013002635,0.004066903,0.000687364,0.000572803,0,0.001031046,0.006759079,0.008935731,0.061461794,0.052411502,0.021537404,0.017527781,0.081452629,0.002634895,0.00177569,0.003608661,0.002864016,0.00521251,0.065127735,0.003093138,0.021308283,0.057853133,0.024172299,0.038836064,0.002119372,0.000801925,0.001145607,0.001832971,0.000801925,0.016554015,0.000859205,0.001832971,0.00171841,0.019818994,0.057624012,0.000400962,0.018157865,0.061690915,0.006759079,0.039408867,0.059170581,0.06942376,0.004525146,0.009050292,0.014205522,0.040955436,0.001317448,0.006529958,0.015064727,0.012601673,0.003665941,0.003150418,0.00355138,0.012773514
Propioniferax,0.009040248,0.000928793,0.004458204,0.001609907,0.010216718,0.004582043,0.000866873,0.000743034,0,0.000743034,0.00619195,0.009102167,0.057089783,0.05374613,0.020185759,0.017770898,0.088482972,0.002167183,0.001671827,0.004024768,0.002291022,0.006625387,0.062786378,0.002662539,0.022229102,0.057151703,0.024210526,0.033993808,0.001919505,0.000495356,0.000433437,0.002414861,0.000371517,0.014860681,0.000804954,0.001547988,0.002167183,0.020557276,0.057151703,0.000619195,0.017213622,0.061362229,0.007244582,0.038390093,0.063219814,0.072321981,0.004520124,0.009721362,0.012755418,0.04377709,0.001424149,0.006068111,0.016780186,0.01380805,0.002724458,0.003467492,0.00247678,0.01380805
Thermoanaerobacter,0.006793207,0.000577201,0.004373404,0.001554002,0.01032301,0.003707404,0.001309801,0.0004218,0.000111,0.000910201,0.005128205,0.008591409,0.058008658,0.051659452,0.021156621,0.017804418,0.084582085,0.002530803,0.001998002,0.003219003,0.002886003,0.005683206,0.068598069,0.002464202,0.022954823,0.056876457,0.024020424,0.036474636,0.001709402,0.0003996,0.000910201,0.002020202,0.0004884,0.013897214,0.000821401,0.002175602,0.002353202,0.02033522,0.05965146,0.000444,0.018581419,0.064979465,0.007370407,0.038916639,0.059385059,0.07026307,0.004839605,0.009013209,0.013786214,0.042801643,0.001243201,0.007303807,0.016383616,0.012720613,0.003285603,0.002553003,0.003596404,0.013053613
Mycobacterium,0.00448866,0.001222872,0.003330528,0.001676054,0.005531698,0.003503169,0.000985491,0.000546696,4.32E-05,0.000848817,0.003265788,0.00378371,0.042253825,0.041354654,0.025435738,0.020421963,0.073609702,0.003589489,0.003460008,0.004582173,0.00391319,0.008114116,0.069135429,0.004287245,0.029888431,0.049957919,0.026953538,0.040563384,0.002136429,0.000690563,0.001129358,0.002891733,0.000539502,0.014127769,0.001373933,0.002438551,0.002467324,0.025500478,0.058259062,0.000633016,0.023702137,0.063891467,0.010192998,0.028895747,0.056662135,0.067257961,0.006732989,0.01381126,0.017005114,0.040721638,0.002172396,0.009495242,0.023083508,0.017458296,0.004013898,0.003819677,0.004373566,0.017774805
Mycolicibacterium,0.003991158,0.001498219,0.0035245,0.001977158,0.005575341,0.003512219,0.001191207,0.000638585,4.91E-05,0.000970158,0.003892914,0.002849073,0.03384502,0.035515166,0.025150436,0.022141717,0.06287609,0.004813951,0.004654304,0.005906914,0.005317451,0.009885791,0.073646076,0.006017438,0.034188874,0.040488763,0.028429326,0.044467641,0.002480658,0.000798232,0.001215768,0.003254329,0.000478939,0.015190962,0.001682427,0.002812231,0.002824512,0.028380204,0.056502517,0.000712268,0.02675918,0.059498956,0.012255925,0.023541692,0.051799091,0.062519956,0.007650743,0.015682181,0.020189119,0.039567727,0.002112244,0.011629621,0.028417045,0.020889107,0.004420975,0.004912195,0.004985877,0.019820705
Mycobacteroides,0.004880089,0.001533742,0.003485778,0.001673173,0.005995538,0.002928054,0.000697156,0.000697156,0,0.000976018,0.00250976,0.00376464,0.043781372,0.040295594,0.025097602,0.020496375,0.082543224,0.002370329,0.004043503,0.005158951,0.003346347,0.007668712,0.069715561,0.003206916,0.027746793,0.049358617,0.025097602,0.038064696,0.001952036,0.000418293,0.001115449,0.002788622,0.000418293,0.015058561,0.001812605,0.001673173,0.00250976,0.028025655,0.060373675,0.000418293,0.025376464,0.062465142,0.011015059,0.030953709,0.055772448,0.069994423,0.006413832,0.012269939,0.013943112,0.040016732,0.001812605,0.00989961,0.022308979,0.018126046,0.003625209,0.003485778,0.003067485,0.015755717
Mycolicibacter,0.003516733,0.001474759,0.003062961,0.002155417,0.005558707,0.003857062,0.00113443,0.000453772,0,0.000340329,0.002041974,0.001928531,0.031990925,0.03788996,0.025411231,0.02007941,0.062620533,0.004878049,0.004083948,0.006239365,0.005331821,0.006466251,0.072490074,0.00567215,0.029495179,0.04015882,0.031310267,0.047759501,0.002155417,0.000907544,0.001815088,0.002722632,0.000680658,0.019171866,0.002609189,0.002949518,0.002836075,0.027339762,0.057061826,0.000680658,0.023596143,0.059557572,0.013386273,0.026205332,0.057288712,0.065002836,0.006693137,0.016222348,0.019285309,0.040612592,0.002155417,0.011003971,0.027680091,0.021440726,0.00453772,0.004424277,0.005104935,0.017470221
Mycolicibacillus,0.001455075,0.002546381,0.003273918,0.003273918,0.005820298,0.005092761,0.000727537,0,0,0.002182612,0.003273918,0.001455075,0.024736268,0.028010186,0.020734813,0.018188432,0.04838123,0.005820298,0.006547836,0.00800291,0.005092761,0.00800291,0.084394325,0.010549291,0.041469625,0.02146235,0.027646417,0.056020371,0.001818843,0.001455075,0.002910149,0.003637686,0.001091306,0.013095671,0.002546381,0.002910149,0.001818843,0.039287013,0.046198618,0.000727537,0.034558021,0.056020371,0.016369589,0.011640597,0.04547108,0.061113132,0.013095671,0.014186977,0.022189887,0.052746453,0.002910149,0.012004365,0.030192797,0.021098581,0.007639142,0.006184067,0.005092761,0.025827574
Amycolatopsis,0.004314995,0.001618123,0.003236246,0.002696872,0.00566343,0.004584682,0.001618123,0.000809061,0.000269687,0.001078749,0.004854369,0.001618123,0.013214671,0.016720604,0.018608414,0.02562028,0.033171521,0.006742179,0.005124056,0.007551241,0.007011866,0.011866235,0.085490831,0.01429342,0.050431499,0.017259978,0.037756203,0.057443366,0.00377562,0.001618123,0.001618123,0.004314995,0.001078749,0.020765912,0.003236246,0.004584682,0.00188781,0.037756203,0.046655879,0.001618123,0.028317152,0.046386192,0.018878101,0.009439051,0.033710895,0.055555556,0.007820928,0.022114347,0.030744337,0.045846818,0.004045307,0.015911543,0.037486516,0.030744337,0.007281553,0.007011866,0.004314995,0.024811219
Actinokineospora,0.003313087,0.001104362,0.005521811,0.004417449,0.00496963,0.005521811,0.003313087,0.000552181,0,0.001656543,0.004417449,0.001104362,0.013804528,0.018774158,0.018221977,0.028161237,0.030369961,0.006626173,0.006626173,0.007730536,0.009387079,0.01490889,0.09387079,0.00993926,0.045831033,0.018774158,0.030922142,0.057979017,0.005521811,0,0.000552181,0.003313087,0.000552181,0.01490889,0.002208724,0.005521811,0.003865268,0.033683048,0.051352844,0.001104362,0.043070127,0.037548316,0.017117615,0.008834898,0.038100497,0.062948647,0.009387079,0.025400331,0.023743788,0.042517946,0.003865268,0.016013252,0.036443954,0.021535064,0.007178355,0.007730536,0.00496963,0.023191607
Nocardia,0.002071037,0.00341721,0.00227814,0.003624314,0.004970488,0.006420213,0.002381692,0.000724863,0.000103552,0.000724863,0.00507404,0.001967485,0.011183597,0.022470747,0.025577301,0.024748887,0.027648338,0.007766387,0.007455732,0.009526768,0.008387698,0.014290152,0.079424252,0.012426219,0.048048048,0.016464741,0.036553795,0.061406234,0.003520762,0.00113907,0.001863933,0.003624314,0.001035518,0.017603811,0.002692348,0.004038521,0.003624314,0.033861448,0.049497774,0.00113907,0.03003003,0.046908978,0.019364192,0.009837424,0.035518277,0.046287667,0.00963032,0.022884954,0.030961996,0.037278658,0.003934969,0.016257637,0.039971005,0.031583307,0.006730869,0.00735218,0.006006006,0.028683856
Rhodococcus,0.003633806,0.002813269,0.003164928,0.002930489,0.004806002,0.006564295,0.001758293,0.000937756,0,0.001875513,0.004337123,0.001641074,0.009963662,0.018051811,0.017934591,0.022975032,0.02367835,0.00785371,0.007619271,0.010315321,0.007033173,0.014066346,0.090376275,0.014652444,0.054272653,0.013363029,0.033876451,0.061891924,0.004923221,0.001289415,0.001641074,0.004688782,0.001172196,0.018637909,0.001875513,0.003868245,0.003516587,0.036338061,0.046887821,0.001289415,0.032118157,0.047825577,0.021451178,0.007033173,0.029539327,0.045715625,0.009729223,0.024030008,0.038330794,0.038682452,0.003868245,0.01582464,0.038916891,0.029304888,0.007267612,0.007150393,0.005978197,0.02871879
Saccharopolyspora,0.002380008,0.00396668,0.004760016,0.002776676,0.00495835,0.007735026,0.001785006,0.000595002,0,0.002776676,0.004363348,0.001785006,0.008726696,0.020626735,0.018841729,0.024593415,0.019238397,0.006346688,0.009321698,0.010115034,0.009123364,0.01685839,0.085481952,0.012495042,0.061483538,0.01586672,0.035898453,0.055335184,0.004760016,0.001388338,0.00297501,0.003371678,0.000595002,0.015073384,0.003768346,0.00396668,0.002380008,0.037088457,0.039666799,0.000595002,0.037485125,0.044823483,0.021816739,0.005156684,0.027965093,0.047600159,0.009718366,0.027568425,0.032526775,0.038278461,0.003768346,0.019833399,0.041253471,0.028758429,0.005751686,0.00793336,0.005751686,0.030146767
Nocardioides,0.002854007,0.002854007,0.005488474,0.003732162,0.003951701,0.006805708,0.002634468,0.000878156,0,0.001317234,0.003073546,0.001756312,0.009220637,0.018002195,0.019319429,0.021075741,0.022392975,0.009879254,0.007903403,0.00856202,0.009220637,0.013391877,0.081229418,0.010976948,0.059275521,0.01273326,0.037760703,0.065642151,0.00417124,0.001317234,0.00219539,0.004390779,0.001097695,0.016245884,0.003732162,0.005488474,0.003293085,0.037541164,0.043907794,0.000878156,0.036004391,0.045664105,0.021075741,0.005708013,0.028100988,0.040175631,0.00856202,0.024807903,0.037760703,0.037321625,0.005049396,0.018660812,0.041931943,0.029418222,0.00636663,0.008781559,0.00636663,0.032052689
Pseudonocardia,0.002356268,0.003770028,0.003298775,0.004241282,0.003298775,0.004712535,0.000471254,0.001885014,0,0.002827521,0.005183789,0.001413761,0.004712535,0.017907634,0.021677663,0.020735156,0.021677663,0.008953817,0.008953817,0.012252592,0.013195099,0.012252592,0.091423186,0.015080113,0.053722903,0.010838831,0.040527804,0.057021678,0.006126296,0,0.002827521,0.006597549,0.000471254,0.016965127,0.002356268,0.003770028,0.003770028,0.03864279,0.053722903,0,0.037700283,0.041470311,0.022148916,0.004241282,0.026390198,0.040999057,0.009425071,0.027332705,0.03204524,0.034872762,0.006126296,0.016965127,0.041941565,0.033930254,0.005183789,0.006597549,0.004241282,0.028746466
Actinopolyspora,0.001985112,0.005459057,0.003970223,0.008436725,0.004466501,0.005459057,0.004962779,0.000992556,0,0.00248139,0.002977667,0.002977667,0.007940447,0.01191067,0.019354839,0.028287841,0.019851117,0.01191067,0.008436725,0.011414392,0.009925558,0.020347395,0.096774194,0.012903226,0.055086849,0.013895782,0.032754342,0.056079404,0.003473945,0.000992556,0.000496278,0.002977667,0.001488834,0.016873449,0.003970223,0.001488834,0.00248139,0.040198511,0.036228288,0.000992556,0.035235732,0.04516129,0.022332506,0.004466501,0.020347395,0.036228288,0.01191067,0.02133995,0.042183623,0.037220844,0.004466501,0.00942928,0.052109181,0.032258065,0.009925558,0.003970223,0.003970223,0.034739454
Saccharomonospora,0.000505817,0.002529084,0.005563986,0.005058169,0.006069803,0.004552352,0.003034901,0.001517451,0,0.003540718,0.004552352,0.001517451,0.005563986,0.013657056,0.016186141,0.01466869,0.016186141,0.007587253,0.009104704,0.012645422,0.013657056,0.017703591,0.090541224,0.016691958,0.062215478,0.010116338,0.040971168,0.061203844,0.004552352,0.002023268,0.002023268,0.002529084,0.000505817,0.018209408,0.003540718,0.004046535,0.003034901,0.049570056,0.046029337,0.001011634,0.026808295,0.04400607,0.024785028,0.002023268,0.025290845,0.038442084,0.012645422,0.026302479,0.027314112,0.036418816,0.003540718,0.020738493,0.031866464,0.032878098,0.007587253,0.00657562,0.009104704,0.039453718
Frankia,0.00280063,0.002625591,0.004901103,0.004375985,0.00297567,0.007526694,0.001925433,0.001225276,0.000175039,0.001400315,0.004901103,0.002100473,0.009627166,0.01715386,0.018379135,0.021529844,0.017503938,0.009102048,0.009627166,0.009277087,0.011552599,0.014703308,0.086294416,0.013302993,0.060038509,0.010852442,0.036408192,0.064064414,0.002625591,0.001575354,0.00280063,0.003850866,0.000525118,0.015578505,0.003500788,0.003150709,0.00297567,0.037458428,0.044810082,0.000700158,0.030456853,0.044109925,0.020829687,0.005426221,0.022230002,0.039383861,0.010502363,0.025380711,0.037458428,0.040784176,0.002450551,0.018729214,0.045685279,0.027831262,0.007701733,0.006651497,0.007351654,0.041134255
Geodermatophilus,0.001092896,0.004918033,0.003825137,0.002185792,0.00273224,0.009289617,0.00273224,0,0,0.003278689,0.004918033,0.001092896,0.004918033,0.015846995,0.019125683,0.02568306,0.016939891,0.005464481,0.010382514,0.010928962,0.007103825,0.016393443,0.093989071,0.013661202,0.061202186,0.007103825,0.036065574,0.068306011,0.003825137,0,0.002185792,0.003278689,0.001092896,0.015300546,0.003825137,0.004918033,0.006010929,0.045355191,0.045355191,0.001092896,0.033879781,0.045355191,0.024043716,0.005464481,0.021857923,0.033333333,0.012021858,0.02295082,0.035519126,0.033879781,0.001639344,0.014754098,0.043169399,0.042622951,0.004371585,0.006010929,0.004918033,0.032786885
Dermatophilus,0.001189061,0.002378121,0.003567182,0.004161712,0.003567182,0.005350773,0.001783591,0.00059453,0,0.002378121,0.001783591,0.001783591,0.005945303,0.01902497,0.012485137,0.019619501,0.014268728,0.010701546,0.009512485,0.012485137,0.008917955,0.014863258,0.089179548,0.014268728,0.05529132,0.010107015,0.035077289,0.068370987,0.002972652,0.001783591,0.001783591,0.005350773,0.00059453,0.015457788,0.003567182,0.003567182,0.004756243,0.034482759,0.032104637,0.001189061,0.043995244,0.051129608,0.020808561,0.004161712,0.020214031,0.03626635,0.013079667,0.029726516,0.035077289,0.038644471,0.003567182,0.014863258,0.061236623,0.033293698,0.006539834,0.007728894,0.007134364,0.03626635
Actinoplanes,0.002244669,0.003179948,0.003554059,0.004115226,0.00261878,0.009165731,0.002992892,0.000935279,0.000561167,0.003179948,0.004115226,0.001496446,0.005798728,0.017396184,0.014216236,0.019266741,0.015525627,0.009913954,0.010849233,0.012532735,0.008230453,0.015712682,0.089786756,0.011597456,0.061915451,0.00879162,0.03909465,0.069958848,0.002805836,0.000561167,0.002244669,0.004302282,0.000935279,0.014964459,0.002805836,0.004115226,0.002057613,0.041152263,0.043022821,0.000748223,0.037224093,0.04526749,0.017396184,0.005611672,0.018518519,0.030115975,0.011784512,0.025439581,0.041526375,0.030864198,0.004676394,0.018144407,0.042835765,0.034044145,0.008978676,0.009165731,0.007669285,0.042274598
Micromonospora,0.001421897,0.004671948,0.003250051,0.004062563,0.004671948,0.008125127,0.002640666,0.001828154,0.000203128,0.002437538,0.004875076,0.001828154,0.005281333,0.016047126,0.01665651,0.019703433,0.015640869,0.010968921,0.008531383,0.010968921,0.009953281,0.017062767,0.087751371,0.017875279,0.064797887,0.009140768,0.036766199,0.070282348,0.003453179,0.000609385,0.002031282,0.004062563,0.000203128,0.016859638,0.003859435,0.004671948,0.003859435,0.031281739,0.033922405,0.00223441,0.035141174,0.04448507,0.020922202,0.00446882,0.01889092,0.029250457,0.011578306,0.030875482,0.039609994,0.034938046,0.00446882,0.015437741,0.043672557,0.032500508,0.008125127,0.008328255,0.007312614,0.045500711
Kitasatospora,0.001564945,0.004694836,0,0.001564945,0,0.006259781,0.00312989,0.001564945,0.001564945,0.006259781,0.00312989,0.004694836,0.007824726,0.018779343,0.012519562,0.010954617,0.007824726,0.006259781,0.014084507,0.010954617,0.006259781,0.023474178,0.082942097,0.009389671,0.067292645,0.009389671,0.045383412,0.0657277,0.001564945,0.001564945,0.004694836,0.004694836,0,0.015649452,0.006259781,0.007824726,0.00312989,0.034428795,0.039123631,0.001564945,0.028169014,0.048513302,0.021909233,0.00312989,0.017214397,0.028169014,0.009389671,0.039123631,0.050078247,0.040688576,0.001564945,0.017214397,0.043818466,0.03286385,0.004694836,0.004694836,0.007824726,0.046948357
Nocardiopsis,0.006849315,0.006849315,0,0.006849315,0,0.006849315,0,0,0,0,0.020547945,0,0.006849315,0.020547945,0.01369863,0.01369863,0.01369863,0.006849315,0.020547945,0.020547945,0.01369863,0,0.054794521,0.020547945,0.082191781,0.006849315,0.020547945,0.047945205,0,0,0,0.020547945,0,0.020547945,0,0.006849315,0,0.01369863,0.034246575,0,0.061643836,0.047945205,0.034246575,0.01369863,0.006849315,0.04109589,0.01369863,0.006849315,0.054794521,0.01369863,0.01369863,0.034246575,0.047945205,0.006849315,0.006849315,0,0,0.089041096
Curtobacterium,0,0.007518797,0,0,0.015037594,0.022556391,0.007518797,0,0,0,0,0,0.015037594,0.022556391,0.015037594,0.015037594,0.022556391,0.007518797,0.007518797,0.022556391,0.015037594,0.007518797,0.082706767,0.015037594,0.030075188,0.022556391,0.037593985,0.022556391,0.007518797,0,0,0.007518797,0,0.007518797,0.015037594,0.007518797,0.015037594,0.045112782,0.022556391,0,0.022556391,0.037593985,0.015037594,0.007518797,0.007518797,0.052631579,0.022556391,0.007518797,0.045112782,0.007518797,0.007518797,0.007518797,0.060150376,0.045112782,0.037593985,0.007518797,0.007518797,0.060150376
